time,n_cam_on,n_cam_off
8:50,0,1
8:57,0,8
8:58,0,8
9:00,2,23
9:01,1,24
9:02,1,25
9:04,1,28
9:06,1,28
9:16,1,32
9:17,1,32
9:19,1,31
9:20,1,32
9:29,1,32
9:37,1,31
9:43,1,32
9:48,1,32
9:53,1,32
10:01,1,30
10:12,1,30
10:24,1,30
10:32,1,30
10:33,0,30
10:46,1,30
10:48,1,31
10:49,1,32
11:03,1,32
11:08,1,33
11:28,1,32
11:47,1,32
11:53,1,31
11:55,1,30
12:00,1,29
12:01,1,27
12:02,0,8
12:03,0,7
12:07,0,5
12:32,0,5
12:52,0,5
12:56,0,8
12:58,0,11
12:59,0,17
14:20,6,19
14:25,7,18
