time,n_cam_on,n_cam_off
9:28,13,2
9:32,13,2
9:47,13,2
9:56,13,2
9:57,12,2
10:13,13,2
10:30,12,3
11:22,12,3
13:17,13,0
13:23,14,0
13:38,14,0
14:32,12,2
14:45,11,2
15:48,10,1
