time,n_cam_on,n_cam_off
10:02,3,2
10:05,2,3
10:21,0,5
10:42,2,3
14:01,6,6
14:17,5,5
14:24,5,5
14:38,2,2
14:46,2,2
14:58,2,4
14:59,3,4
15:03,1,3
15:39,0,4
15:43,0,4
15:53,0,4
15:54,0,5
16:00,0,5
