time,n_cam_on,n_cam_off
9:33,9,4
9:53,9,4
10:17,9,3
10:32,10,3
10:52,10,3
11:16,10,3
11:31,10,3
11:50,10,3
13:15,9,2
13:29,9,3
13:47,10,3
14:35,10,2
14:39,8,4
14:49,8,3
14:54,7,3
15:18,9,1
