time,n_cam_on,n_cam_off
8:47,0,1
8:53,0,2
8:57,0,3
8:58,0,4
9:16,2,6
9:17,3,6
9:18,4,6
9:26,3,6
9:31,4,6
9:51,3,6
13:07,5,4
14:06,6,3
