time,n_cam_on,n_cam_off
8:57,2,0
8:59,5,1
9:24,6,3
9:34,8,1
9:59,8,1
10:37,7,2
11:39,6,1
13:00,2,2
13:01,2,2
13:02,2,3
13:03,3,2
13:04,4,2
13:05,4,2
13:06,4,2
13:07,5,2
13:08,5,2
13:30,5,2
13:43,5,2
13:45,5,2
14:10,4,2
14:17,5,1
14:57,5,1
15:03,5,1
15:20,2,4
15:22,3,2
15:23,4,2
15:25,4,2
15:30,4,2
15:36,4,2
15:41,4,2
