time,n_cam_on,n_cam_off
9:17,9,1
9:22,8,2
9:32,9,2
9:48,10,1
10:16,11,0
11:52,6,1
11:54,5,2
13:35,7,3
13:55,7,3
14:10,4,6
14:13,4,5
14:34,5,4
14:59,3,6
15:12,3,5
15:22,3,4
15:28,2,5
15:29,2,4

