time,n_cam_on,n_cam_off
8:34,0,0
8:45,1,0
8:54,2,0
8:57,3,0
8:59,1,9
9:02,1,18
9:04,1,26
9:07,1,28
9:10,1,28
9:30,1,31
9:39,1,32
9:48,1,31
9:56,1,30
10:01,1,31
12:56,0,7
12:57,0,9
12:58,0,10
12:59,0,10
14:11,0,19
14:15,1,18
14:21,1,18
15:02,1,14
15:25,0,14
15:43,0,14
