time,n_cam_on,n_cam_off
9:11,6,0
9:15,6,0
9:21,6,0
9:33,6,0
9:55,6,0
10:15,5,1
10:26,6,0
10:37,6,0
10:38,5,1
10:44,6,0
10:51,6,0
11:20,6,0
11:30,6,0
11:42,6,0
13:00,4,1
13:01,4,1
13:05,4,1
13:06,3,2
13:16,5,0
13:24,5,0
14:30,5,0
14:31,4,1
14:32,5,0
14:33,4,1
14:34,5,0
14:38,5,0
