time,n_cam_on,n_cam_off
9:14,28,3
10:02,20,2
10:29,20,2
11:29,20,3
11:44,21,2
13:11,17,2
13:20,13,3
13:35,13,3
13:58,13,3
14:24,12,2
14:39,12,2
